quote_id,created_at,customer_name,product_id,requested_quantity,spot_material_surcharge_pct,quote_lead_time_days,created_by,quoted_price_usd,is_margin_violated,status
QT-2025-00056,2025-08-04 09:34:43.000000 UTC,Schneider Electric,AP-ACT-001,45,0.0047,2.6,Sarah Connor,56069.317008,false,Won
QT-2025-00057,2025-08-04 16:07:41.000000 UTC,Spirit AeroSystems,AP-VALVE-012,70,0.0233,3.1,David Miller,304916.153987,false,Lost
QT-2025-00058,2025-08-05 07:46:23.000000 UTC,Spirit AeroSystems,AP-VALVE-006,50,-0.0071,2.7,Michael Thompson,124581.177254,false,Lost
QT-2025-00059,2025-08-05 08:36:56.000000 UTC,Lockheed Martin Skunk Works,AP-LASER-003,270,0.0163,3.4,Sarah Connor,307864.727992,false,Lost
QT-2025-00060,2025-08-06 03:57:57.000000 UTC,Linde Engineering,AP-ACT-007,68,-0.0165,2.8,Emily Chen,96716.944006,false,Won
QT-2025-00061,2025-08-07 01:01:16.000000 UTC,GE Aerospace,AP-VALVE-008,25,0.0234,2.7,Maria Rodriguez,88239.885678,false,Lost
QT-2025-00062,2025-08-07 23:32:19.000000 UTC,ASML Litho Systems,AP-LASER-011,78,0.0176,3.7,Maria Rodriguez,94467.226362,false,Lost
QT-2025-00063,2025-08-08 07:04:56.000000 UTC,Intel Fab Equipment,AP-LASER-013,260,-0.0006,4.8,Sarah Connor,276337.483338,false,Lost
QT-2025-00064,2025-08-08 11:15:49.000000 UTC,Schneider Electric,AP-LASER-013,65,-0.0007,2.5,Sarah Connor,71716.613749,false,Won
QT-2025-00065,2025-08-08 15:30:03.000000 UTC,Airbus Atlantic,AP-VALVE-001,75,0.0035,2.7,Priya Shah,191603.108721,false,Won
QT-2025-00066,2025-08-09 00:04:01.000000 UTC,Blue Origin Manufacturing,AP-LASER-009,265,-0.0124,3.1,Sarah Connor,256809.204815,false,Lost
QT-2025-00067,2025-08-09 03:07:17.000000 UTC,Siemens Industrial Motion,AP-LASER-010,75,0.0042,2.3,Priya Shah,79251.543009,false,Lost
QT-2025-00068,2025-08-09 14:32:16.000000 UTC,Spirit AeroSystems,AP-ACT-008,55,-0.014,4.1,Michael Thompson,96257.526269,false,Lost
QT-2025-00069,2025-08-09 19:22:39.000000 UTC,Intel Fab Equipment,AP-LASER-005,176,0.0365,4.3,Sarah Connor,160743.322455,false,Won
QT-2025-00070,2025-08-10 01:58:25.000000 UTC,Rolls-Royce Aerospace,AP-ACT-005,45,0.0398,3.0,Emily Chen,81713.791599,false,Won
QT-2025-00071,2025-08-10 04:37:36.000000 UTC,Rolls-Royce Aerospace,AP-ACT-002,83,0.0249,3.6,David Miller,112834.37931,false,Lost
QT-2025-00072,2025-08-10 05:49:52.000000 UTC,Emerson Automation,AP-ACT-010,175,0.0154,4.0,Emily Chen,357747.020964,false,Lost
QT-2025-00073,2025-08-10 08:06:41.000000 UTC,Airbus Atlantic,AP-ACT-007,30,0.0027,3.5,James Wilson,45234.169927,false,Lost
QT-2025-00074,2025-08-10 14:52:18.000000 UTC,Tesla Supply Chain,AP-VALVE-007,90,-0.0015,3.1,James Wilson,299081.373774,false,Won
QT-2025-00075,2025-08-10 17:08:54.000000 UTC,GE Aerospace,AP-LASER-009,70,0.0225,3.8,David Miller,67946.052653,false,Lost
QT-2025-00076,2025-08-10 17:41:11.000000 UTC,Pratt & Whitney,AP-LASER-001,101,-0.017,6.0,John Smith,71641.76576,false,Won
QT-2025-00077,2025-08-10 19:50:57.000000 UTC,SpaceX Propulsion,AP-VALVE-014,45,0.0232,5.0,Emily Chen,145928.385662,false,Lost
QT-2025-00078,2025-08-11 02:23:02.000000 UTC,TSMC North America,AP-LASER-013,95,0.058,2.5,Maria Rodriguez,109223.529418,false,Lost
QT-2025-00079,2025-08-12 00:39:15.000000 UTC,Lockheed Martin Skunk Works,AP-VALVE-010,20,0.0163,3.3,John Smith,57045.727781,false,Won
QT-2025-00080,2025-08-12 02:52:25.000000 UTC,Rolls-Royce Aerospace,AP-LASER-011,53,0.0081,3.6,David Miller,63695.827739,false,Won
QT-2025-00081,2025-08-12 05:53:11.000000 UTC,Intel Fab Equipment,AP-LASER-003,500,0.0119,4.2,Sarah Connor,572495.283243,false,Lost
QT-2025-00082,2025-08-12 06:49:44.000000 UTC,Emerson Automation,AP-VALVE-012,25,-0.0017,6.0,Sarah Connor,106141.433296,false,Lost
QT-2025-00083,2025-08-12 12:45:45.000000 UTC,Emerson Automation,AP-ACT-006,15,-0.0399,4.0,David Miller,23105.109998,false,Lost
QT-2025-00084,2025-08-13 00:19:55.000000 UTC,Boeing Aerostructures,AP-VALVE-009,20,0.0123,3.9,James Wilson,78074.851706,false,Won
QT-2025-00085,2025-08-13 07:45:56.000000 UTC,Safran Landing Systems,AP-LASER-006,195,0.0046,3.7,Emily Chen,250289.735355,false,Lost
QT-2025-00086,2025-08-13 11:47:15.000000 UTC,Honeywell Process Solutions,AP-VALVE-007,27,0.0368,3.6,Maria Rodriguez,96285.123215,false,Lost
QT-2025-00087,2025-08-13 11:52:52.000000 UTC,Safran Landing Systems,AP-VALVE-011,36,-0.0274,3.1,Emily Chen,95920.6047,false,Won
QT-2025-00088,2025-08-14 12:24:56.000000 UTC,Boeing Aerostructures,AP-VALVE-007,90,0.0258,3.4,John Smith,312560.53375,false,Lost
QT-2025-00089,2025-08-14 13:58:03.000000 UTC,ASML Litho Systems,AP-VALVE-002,13,0.0246,2.5,Sarah Connor,27345.061169,false,Won
QT-2025-00090,2025-08-15 12:05:26.000000 UTC,Siemens Industrial Motion,AP-VALVE-003,35,0.0165,3.4,Emily Chen,77079.599875,false,Lost
QT-2025-00091,2025-08-15 14:06:55.000000 UTC,Rolls-Royce Aerospace,AP-VALVE-009,20,0.0195,6.0,Sarah Connor,75175.622677,false,Lost
QT-2025-00092,2025-08-16 02:10:02.000000 UTC,TSMC North America,AP-ACT-010,47,-0.0192,3.2,Maria Rodriguez,85742.980147,false,Lost
QT-2025-00093,2025-08-16 03:33:53.000000 UTC,ASML Litho Systems,AP-VALVE-014,35,-0.0156,3.6,David Miller,108823.257284,false,Won
QT-2025-00094,2025-08-16 16:13:44.000000 UTC,Blue Origin Manufacturing,AP-LASER-003,80,0.0505,3.5,David Miller,91774.590946,false,Lost
QT-2025-00095,2025-08-16 17:42:11.000000 UTC,SpaceX Propulsion,AP-VALVE-011,40,0.0189,4.5,John Smith,108013.760879,false,Lost
QT-2025-00096,2025-08-16 20:47:07.000000 UTC,GE Aerospace,AP-ACT-006,70,0.0089,2.8,Maria Rodriguez,116690.570636,false,Won
QT-2025-00097,2025-08-16 23:41:16.000000 UTC,Rolls-Royce Aerospace,AP-LASER-008,245,0.0503,4.3,Emily Chen,266029.768214,false,Lost
QT-2025-00098,2025-08-18 05:21:33.000000 UTC,Spirit AeroSystems,AP-ACT-011,70,-0.0437,3.5,Maria Rodriguez,128941.910763,false,Lost
QT-2025-00099,2025-08-18 21:36:16.000000 UTC,KLA Process Control,AP-VALVE-011,25,0.022,3.7,Maria Rodriguez,72690.284432,false,Lost
QT-2025-00100,2025-08-19 13:51:10.000000 UTC,Spirit AeroSystems,AP-ACT-011,125,0.0249,4.0,Michael Thompson,227880.580666,false,Lost
QT-2025-00101,2025-08-19 20:35:34.000000 UTC,TSMC North America,AP-LASER-006,81,0.0291,2.2,James Wilson,103624.593042,false,Lost
QT-2025-00102,2025-08-20 05:48:08.000000 UTC,GE Aerospace,AP-LASER-010,115,0.0523,2.8,David Miller,129324.170783,false,Won
QT-2025-00103,2025-08-20 10:03:12.000000 UTC,Collins Aerospace,AP-VALVE-004,36,0.0194,2.6,James Wilson,113537.779739,false,Lost
QT-2025-00104,2025-08-20 12:48:17.000000 UTC,Boeing Aerostructures,AP-VALVE-012,45,0.021,5.7,David Miller,193449.143266,false,Lost
QT-2025-00105,2025-08-21 03:47:53.000000 UTC,Applied Materials Global,AP-ACT-007,55,0.0,2.7,Sarah Connor,82267.123255,false,Lost
QT-2025-00106,2025-08-21 06:42:12.000000 UTC,Blue Origin Manufacturing,AP-ACT-006,75,-0.0044,3.0,John Smith,114944.899671,false,Won
QT-2025-00107,2025-08-21 15:43:20.000000 UTC,Baker Hughes Energy,AP-VALVE-004,15,0.0581,3.7,Maria Rodriguez,45143.238054,false,Lost
QT-2025-00108,2025-08-22 14:14:15.000000 UTC,Blue Origin Manufacturing,AP-VALVE-001,55,0.0339,3.9,Priya Shah,150157.660896,false,Lost
QT-2025-00109,2025-08-22 17:15:33.000000 UTC,Lockheed Martin Skunk Works,AP-ACT-010,40,0.0666,3.4,Michael Thompson,78967.324766,false,Won
QT-2025-00110,2025-08-22 21:48:09.000000 UTC,Tokyo Electron America,AP-LASER-001,80,-0.0112,3.1,Michael Thompson,58629.775676,false,Won
QT-2025-00111,2025-08-22 23:30:02.000000 UTC,Airbus Atlantic,AP-LASER-002,425,-0.0071,4.7,Sarah Connor,300620.648862,false,Lost
QT-2025-00112,2025-08-23 00:06:21.000000 UTC,Micron Technology Operations,AP-VALVE-003,35,0.0434,2.8,David Miller,79907.875806,false,Won
QT-2025-00113,2025-08-23 06:24:10.000000 UTC,Spirit AeroSystems,AP-VALVE-010,20,0.0132,2.8,Emily Chen,56282.823141,false,Lost
QT-2025-00114,2025-08-23 07:30:34.000000 UTC,Blue Origin Manufacturing,AP-VALVE-010,25,0.0296,4.0,James Wilson,77677.144411,false,Lost
QT-2025-00115,2025-08-23 13:26:31.000000 UTC,GE Aerospace,AP-VALVE-008,37,0.0322,3.9,James Wilson,127370.732326,false,Lost
QT-2025-00116,2025-08-23 15:46:28.000000 UTC,Collins Aerospace,AP-VALVE-013,38,0.0738,4.0,James Wilson,182782.464051,false,Lost
QT-2025-00117,2025-08-23 18:52:36.000000 UTC,Spirit AeroSystems,AP-ACT-003,53,0.0089,2.9,Maria Rodriguez,67814.222074,false,Lost
QT-2025-00118,2025-08-24 06:34:25.000000 UTC,Bosch Rexroth,AP-LASER-010,105,0.0297,3.2,Maria Rodriguez,114411.018015,false,Lost
QT-2025-00119,2025-08-24 15:53:14.000000 UTC,ABB Robotics,AP-VALVE-005,25,0.0119,2.7,Michael Thompson,82272.78626,false,Lost
QT-2025-00120,2025-08-25 05:55:05.000000 UTC,Pratt & Whitney,AP-LASER-004,85,0.0515,3.2,John Smith,117727.619835,false,Lost
QT-2025-00121,2025-08-25 17:09:30.000000 UTC,Northrop Grumman Systems,AP-ACT-005,70,0.0611,3.1,Emily Chen,136997.433893,false,Lost
QT-2025-00122,2025-08-26 07:06:09.000000 UTC,Honeywell Process Solutions,AP-ACT-005,105,0.0271,3.4,David Miller,200564.628893,false,Lost
QT-2025-00123,2025-08-26 08:50:49.000000 UTC,Lockheed Martin Skunk Works,AP-ACT-004,20,0.0174,2.3,David Miller,38007.624856,false,Lost
QT-2025-00124,2025-08-27 04:38:24.000000 UTC,Airbus Atlantic,AP-LASER-008,80,0.021,2.7,John Smith,86058.456375,false,Won
QT-2025-00125,2025-08-27 13:05:41.000000 UTC,Intel Fab Equipment,AP-LASER-013,147,0.0519,4.1,Maria Rodriguez,164181.229897,false,Lost
QT-2025-00126,2025-08-27 16:08:33.000000 UTC,GE Aerospace,AP-VALVE-003,15,0.0215,4.4,David Miller,35324.045591,false,Lost
QT-2025-00127,2025-08-28 00:21:10.000000 UTC,Northrop Grumman Systems,AP-LASER-002,83,-0.0177,4.4,David Miller,61073.947732,false,Lost
QT-2025-00128,2025-08-28 01:01:23.000000 UTC,Honeywell Process Solutions,AP-VALVE-002,10,0.0177,4.8,Michael Thompson,21034.874317,false,Lost
QT-2025-00129,2025-08-28 17:39:55.000000 UTC,GE Aerospace,AP-ACT-009,121,0.0189,2.4,John Smith,189635.983541,false,Lost
QT-2025-00130,2025-08-28 19:45:46.000000 UTC,SpaceX Propulsion,AP-ACT-011,150,0.0005,3.0,Maria Rodriguez,289110.199415,false,Lost
QT-2025-00131,2025-08-29 02:59:10.000000 UTC,Bosch Rexroth,AP-ACT-005,110,0.0114,3.4,David Miller,201616.029363,false,Won
QT-2025-00132,2025-08-29 05:26:56.000000 UTC,Pratt & Whitney,AP-VALVE-011,35,0.0376,3.2,John Smith,96740.466062,false,Lost
QT-2025-00133,2025-08-29 10:27:17.000000 UTC,Linde Engineering,AP-VALVE-010,15,0.0612,4.1,Sarah Connor,43782.074787,false,Lost
QT-2025-00134,2025-08-29 17:19:53.000000 UTC,Boeing Aerostructures,AP-VALVE-005,47,0.0665,3.5,James Wilson,166879.391332,false,Lost
QT-2025-00135,2025-08-29 23:18:43.000000 UTC,Spirit AeroSystems,AP-ACT-009,45,0.0102,4.7,Maria Rodriguez,70385.832084,false,Won
QT-2025-00136,2025-08-30 02:34:52.000000 UTC,Lam Research Operations,AP-LASER-012,140,0.0103,2.7,David Miller,140124.50515,false,Lost
QT-2025-00137,2025-08-30 11:18:54.000000 UTC,Rolls-Royce Aerospace,AP-VALVE-005,67,0.0121,3.1,John Smith,229835.45339,false,Lost
QT-2025-00138,2025-08-30 15:11:52.000000 UTC,Lockheed Martin Skunk Works,AP-LASER-013,50,0.0004,3.5,Priya Shah,54518.293727,false,Lost
QT-2025-00139,2025-08-30 23:18:18.000000 UTC,Tokyo Electron America,AP-LASER-007,170,0.0577,2.5,Emily Chen,216474.80121,false,Lost
QT-2025-00140,2025-08-31 06:16:49.000000 UTC,SLB Production Systems,AP-ACT-013,30,0.0192,5.5,John Smith,60698.193567,false,Won
QT-2025-00141,2025-08-31 11:47:42.000000 UTC,Lockheed Martin Skunk Works,AP-ACT-004,21,0.0053,2.8,Sarah Connor,38344.364898,false,Won
QT-2025-00142,2025-08-31 14:59:39.000000 UTC,Schneider Electric,AP-VALVE-014,15,0.0682,5.1,James Wilson,50633.256612,false,Lost
QT-2025-00143,2025-08-31 23:34:24.000000 UTC,Caterpillar Advanced Components,AP-ACT-004,147,0.0234,2.4,Priya Shah,267734.28904,false,Won
QT-2025-00144,2025-09-01 10:34:28.000000 UTC,Lockheed Martin Skunk Works,AP-VALVE-012,55,0.039,3.6,Maria Rodriguez,214065.570113,true,Lost
QT-2025-00145,2025-09-01 11:08:44.000000 UTC,GE Aerospace,AP-LASER-002,211,0.0176,4.9,Maria Rodriguez,145528.219271,false,Lost
QT-2025-00146,2025-09-02 05:08:17.000000 UTC,Honeywell Process Solutions,AP-ACT-007,40,0.0529,5.0,Maria Rodriguez,62590.103809,false,Won
QT-2025-00147,2025-09-02 22:31:21.000000 UTC,KLA Process Control,AP-VALVE-005,225,0.0119,5.9,Sarah Connor,752903.847785,false,Lost
QT-2025-00148,2025-09-03 18:41:39.000000 UTC,Rolls-Royce Aerospace,AP-ACT-011,37,0.0042,6.0,Emily Chen,67205.933283,false,Lost
QT-2025-00149,2025-09-04 09:52:26.000000 UTC,Intel Fab Equipment,AP-VALVE-002,80,-0.0004,3.3,David Miller,158928.985203,false,Won
QT-2025-00150,2025-09-04 20:34:10.000000 UTC,KLA Process Control,AP-ACT-006,458,0.0289,4.9,Maria Rodriguez,716295.445334,false,Won
QT-2025-00151,2025-09-05 02:35:31.000000 UTC,Collins Aerospace,AP-ACT-006,35,0.0115,2.3,Maria Rodriguez,58753.514177,false,Lost
QT-2025-00152,2025-09-05 03:24:38.000000 UTC,Pratt & Whitney,AP-ACT-013,103,0.0186,4.7,Priya Shah,198921.238759,false,Won
QT-2025-00153,2025-09-05 04:25:23.000000 UTC,ASML Litho Systems,AP-LASER-002,432,0.0604,3.2,John Smith,307746.562983,false,Lost
QT-2025-00154,2025-09-05 10:56:35.000000 UTC,KLA Process Control,AP-LASER-013,85,0.0558,3.9,John Smith,99313.809761,false,Lost
QT-2025-00155,2025-09-05 19:51:53.000000 UTC,Siemens Industrial Motion,AP-VALVE-012,45,0.0464,3.6,Emily Chen,201213.458341,false,Lost
QT-2025-00156,2025-09-05 20:01:45.000000 UTC,Safran Landing Systems,AP-ACT-013,100,0.0177,3.1,Sarah Connor,172947.896108,true,Lost
QT-2025-00157,2025-09-06 06:10:27.000000 UTC,Blue Origin Manufacturing,AP-LASER-013,140,0.0521,2.3,John Smith,150454.634697,false,Won
QT-2025-00158,2025-09-06 09:16:32.000000 UTC,Blue Origin Manufacturing,AP-LASER-013,100,0.0368,3.4,Emily Chen,117437.544905,false,Lost
QT-2025-00159,2025-09-07 22:35:47.000000 UTC,Airbus Atlantic,AP-ACT-003,90,-0.0384,3.3,Emily Chen,118330.205523,false,Lost
QT-2025-00160,2025-09-08 02:07:52.000000 UTC,Honeywell Process Solutions,AP-VALVE-010,14,0.045,3.3,David Miller,42961.272129,false,Lost
QT-2025-00161,2025-09-08 13:19:45.000000 UTC,LINDE ENGINEERING,AP-LASER-003,255,0.0343,3.1,David Miller,283932.426997,false,Lost
QT-2025-00162,2025-09-08 13:51:03.000000 UTC,ASML Litho Systems,AP-ACT-002,33,0.0117,5.5,David Miller,43658.465639,false,Lost
QT-2025-00163,2025-09-08 16:48:00.000000 UTC,ASML Litho Systems,AP-LASER-003,235,0.0534,4.6,Michael Thompson,264247.254457,false,Lost
QT-2025-00164,2025-09-08 20:46:24.000000 UTC,TSMC North America,AP-VALVE-002,43,0.0447,2.4,James Wilson,88144.297592,false,Won
QT-2025-00165,2025-09-09 00:26:47.000000 UTC,SpaceX Propulsion,AP-ACT-002,35,-0.0022,5.7,David Miller,43954.49734,false,Won
QT-2025-00166,2025-09-09 04:52:51.000000 UTC,Schneider Electric,AP-VALVE-007,14,0.053,4.4,Emily Chen,42201.446031,true,Lost
QT-2025-00167,2025-09-09 12:14:19.000000 UTC,Linde Engineering,AP-LASER-009,75,0.0951,3.1,James Wilson,76850.978599,false,Lost
QT-2025-00168,2025-09-09 16:26:27.000000 UTC,Airbus Atlantic,AP-VALVE-005,25,0.0153,3.6,Maria Rodriguez,81458.076251,false,Lost
QT-2025-00169,2025-09-10 04:42:58.000000 UTC,Safran Landing Systems,AP-ACT-002,131,0.0579,2.9,John Smith,164656.039204,false,Won
QT-2025-00170,2025-09-10 12:29:23.000000 UTC,Safran Landing Systems,AP-VALVE-004,50,0.0645,4.4,James Wilson,152623.16071,false,Lost
QT-2025-00171,2025-09-10 14:51:27.000000 UTC,Intel Fab Equipment,AP-LASER-006,235,0.0773,3.2,David Miller,307576.434273,false,Lost
QT-2025-00172,2025-09-10 22:46:00.000000 UTC,GE Aerospace,AP-ACT-004,25,0.0368,2.2,John Smith,45543.209839,false,Lost
QT-2025-00173,2025-09-10 23:18:09.000000 UTC,SpaceX Propulsion,AP-ACT-007,45,0.0628,4.7,Michael Thompson,66048.294706,false,Lost
QT-2025-00174,2025-09-11 15:30:03.000000 UTC,TSMC North America,AP-LASER-003,70,0.0487,2.8,David Miller,78802.015199,false,Lost
QT-2025-00175,2025-09-11 17:00:25.000000 UTC,Pratt & Whitney,AP-VALVE-004,20,0.0611,3.4,John Smith,60341.238003,false,Lost
QT-2025-00176,2025-09-11 20:38:46.000000 UTC,Spirit AeroSystems,AP-ACT-012,38,-0.0021,3.1,James Wilson,79945.495151,false,Lost
